publish_date,headline
1919-01-22T05:00:00+0000,"BERKMAN SPONSOR FOR TROTZKY HERE; Emma Goldman Also One of His Closest Associates, Tunney Tells Senators.12,000 REDS IN NEW YORKFormer Police Inspector DisclosesAnarchist Plot to Blow UpRockefeller Family. Trotsky's Purpose Made Plain. 12,000 Anarchists Here."
1919-01-24T05:00:00+0000,RIDDER NEWSPAPER UNDER NEW INQUIRY; Staats-Zeitung Editorial Cited to Senators as Sample of German Propaganda. ANARCHIST SCHOOLS GROW Senator Overman Discusses Restricting Immigration to AngloSaxons for Ten Years. Germans Afraid to Come Here. How Paper Was Financed.
1919-01-28T05:00:00+0000,MANIAC KILLS THREE MEN IN PHILADELPHIA; Overpowered After a Running Fight--German Anarchistic Tracts Found in His Room.
1919-02-08T05:00:00+0000,"MARSHALL OFFERS AMERICAN CREED; This Country No International Boarding House or Anarchist Cafe, Vice President Says. DENOUNCES RED METHODS Machinery for the Righting of Grievances Is Afforded by Our System of Government. MARSHALL OFFERS AMERICAN CREED"
1919-02-09T05:00:00+0000,"Anarchists Tried Revolution in Seattle, but Never Got to First Base, Says Mayor Hanson"
1919-02-10T05:00:00+0000,"54 FOREIGN REDS ON THE WAY EAST TO BE DEPORTED; Train Passes Through Chicago with Two Carloads of Alien Prisoners. ROUNDED UP IN FAR WEST Some Are from Seattle, Where Bolsheviki and I.W.W. Started Big Strike. ARRESTS MADE QUIETLY Immigration Officials Determined to Rid the Country of European Anarchists. Dragnet Set Two Years Ago. Habeas Corpus Failed. 54 FOREIGN REDS TO BE DEPORTED Avoided Mob at Butte. Handcuffs for All."
1919-02-13T05:00:00+0000,I.W.W. IN PLOT TO KILL WILSON; Secret Service Men Disclose It After the Arrest of an Anarchist in Cleveland.TRAILED HIM FOR MONTHSConspiracy Formed in Leavenworth Prison After Convictions in Chicago.
1919-02-14T05:00:00+0000,"SAYS LLOYD GEORGE TOLD OUR POLICY; Senator Johnson Assails Administration for Not RevealingPlans in Russia.HITCHCOCK DEFENDS ITDenounces Lenine's Reply to Wilsonas Appeal to Anarchists to Overthrow Government. Warns of Establishing Precedent. Tempest in Teapot, Says Hitchcock."
1919-02-16T05:00:00+0000,Article 1 -- No Title; R.E. Simmons and W.W. Welsh Tell Senators of Brutalities of Bolsheviki.STRIP WOMEN IN STREETS People of Every Class Exceptthe Scum Subjected to Violence by the Mob. PROPAGANDA IN OUR CAMPS Information Gained in PetrogradProof of the Aims of RussianAnarchists Here. Many Came from America. Welsh's Home Raided. Sent Regards to Broadway. Asks About Col. Thompson. Simmons's Narrative. Expect to Crush America. Stripped of His Passport. Look to President Wilson.
1919-02-16T05:00:00+0000,"DANIELS DECLARES LEAGUE IS SUBLIME; Without It War Would Have Been in Vain, Says Secretary of Navy.JAILS FOR BOLSHEVISTS Asserts There Are Enough Prisons to Take Care of AnarchistsIn an Address Here. DANIELS LAUDS OLE HANSON. Applause Greets Praise of Seattle Mayor at Maritime Association Dinner."
1919-02-17T05:00:00+0000,DR. SIMONS STANDS BY SENATE WORDS; Methodist Episcopal Minister Says Testimony on Jews and Bolsheviki Is True. RAPS RADICAL PERIODICALS Declares In Address Here That Anarchistic Talk Is Prevalent In East Side Restaurants. WANTS TEACHERS FOR RUSSIA. Grandmother of Revolution Tells of Need for Education.
1919-02-20T05:00:00+0000,"ANARCHIST SHOOTS PREMIER CLEMENCEAU, INFLICTING DEEP WOUND IN SHOULDER; PATIENT IS DOING WELL, PICHON SAYS; WOULD-BE MURDERER SEIZED Fires Seven Shots at Premier as He Starts inAuto for Conference.BEATEN BY ANGRY CROWDChauffeur and Police GuardBeside Him Are SlightlyWounded by Bullets.PRISONER BOASTS OF DEED""Wished Man Who Was Preparing for Another War toDisappear,"" He Says. Says Premier Grappled with Assailant. Cottin Describes His Attack. Found Wound Was a Deep One Women Beat the Assailant"
1919-02-21T05:00:00+0000,SENATORS HEAR WOMAN DEFEND THE BOLSHEVIKI; Mrs. John Reed Discredits Sworn Testimony of American Officials and Business Men.WORKED FOR THE SOVIETSBut Doubts That Form of Government Would Be Good forPeople of America. NOISY AUDIENCE EXPELLED Committee Seeks to Expose ThoseOperating Here as Agentsof Lenine and Trotzky. Spectators Start Trouble. Helped to Burn Wilson Effigy. Nationalization of Women. American Passport Respected. Saw No Signs of Terrorism. JEROME DAVIS EXPLAINS Why He Doubts Evidence About Nationalization of Women. BILL AGAINST ANARCHISTS. Senate Committee Reports Measure to Punish Red Propagandists.
1919-02-21T05:00:00+0000,BULLET IN PREMIER'S LUNG; Examination by X-Ray Reveals Its Exact Location to Physicians.HE JOKES WITH CALLERSExonerates His Bodyguard ofBlame and Has His Chauffeur Decorated.RED PLOTTERS SUSPECTEDRaids by Police Show That the Would-Be Assassin Had Relations with Anarchists. Patient Walks on Balcony. Clemenceau's Version of the Attack. Cottin Liable to Death Penalty. Bolsheviki Are Suspected.
1919-02-22T05:00:00+0000,PARISIANS BELIEVE COTTIN ACTED ALONE; But Trace His Attack to the Socialist Campaign of Abuse of Clemenceau. PARISIANS BELIEVE COTTIN ACTED ALONE Cottin a Militant Socialist. Visit to an Anarchist Club. Type of Anarchist Propaganda. Responsibility of Propagandists. GERMANS DENOUNCE COTTIN. Press Brands Attack on Clemenceau as Foolish and Execrable Crime.
1919-02-24T05:00:00+0000,QUIET SUNDAY FOR CLEMENCEAU; Physicians Refuse Premier's Request for Permission to Drive in the Bois. POLICE RELEASE DREYFUS Swiss Cities Found to be Meeting Places of Anarchist and Bolshevist Conspirators.
1919-02-26T05:00:00+0000,"COTTIN ARRAIGNED; PROTESTS HIS SANITY; Assailant of Clemenceau Accuses Premier of ""Tacit Opposition to Anarchism."""
1919-03-11T05:00:00+0000,"EXTREMISTS HERE PLAN A REVOLT TO SEIZE POWER; Papers Taken in Mail and Sent to Senate Committee Reveal Existence of Plot.I.W.W. LEADS PROPAGANDAAnarchists, Radical Socialists,and Socialists Uniting fora Bolshevist Republic.COL. ROBINS HEARD AGAIN Submits Documents to Show Confidential Relations in Russia with Ambassador Francis. I.W.W. the Most Dangerous. EXTREMISTS HERE PLAN A REVOLT Robins Shows Official Papers. Feared Intervention by Japan."
1919-03-14T05:00:00+0000,"SEIZED BOLSHEVIKI SWORN TO VIOLENCE; Destruction of All Government Pledged--Leaders Boast of 6,000 Russian Members in U.S. 4 OF 164 TAKEN ARE HELD Raid Reveals Band Is Well Supplied with Money--Translators Busy on Literature Captured. Majority Deny They Are Anarchists. Tore Up ""Little Red Books."" Well Supplied with Cash. URGES ALBANY INQUIRY. Union League Club Calls for Investigation of Bolshevism. SEVEN GERMANS INTERNED. Baron Paul von Zglinitzki and Others Sent to Fort Oglethorpe."
1919-03-22T05:00:00+0000,"SAYS BAKER AIDED WAR OBJECTORS; Major Foster Asserts Secret Orders Gave Immunity toObstructionists.WARNED AGAINST PUBLICITYI.W.W.'s, Anarchists, and Socialists Declared to Have Benefited byPerversion of Acts of Congress. Baker Quoted by Sinclair. Cites Secret Orders. Inquiry Board Limited. Denies Secret Propaganda."
1919-04-02T05:00:00+0000,BARE SOVIET PLOT TO SEIZE ARSENAL; Group of Bolsheviki Planned to Use Munitions Against Pittsburgh. ANARCHIST LEADER SEIZED William Wyciss Said to Be an Agent of Trotzky in the District.
1919-04-07T05:00:00+0000,"BIG PARIS PARADE IN JAURES'S MEMORY; Huge Crowds, Lining Fashionable Avenues, Look Onin Silence.POLICE CHARGE BLACK FLAGHandle Roughly Group of AnarchistsCarrying It, but Make No Arrests--""Internationale"" Sung."
1919-04-18T05:00:00+0000,ANARCHIST RULES AS MUNICH CHIEF; Sontheimer Is Set Up as President and Garrison Accepts His Authority. ARMY ON WAY TO ATTACK Force Assembled by the Hoffmann Government Will Assault Reds' Stronghold. Reds Seek Food From Italy.
1919-04-21T05:00:00+0000,"TERRORISTS REVEL IN MUNICH PALACE; ""Ideal Anarchists ""Keep Open House and Use Reception Hall for Mess, Eating Stolen Food. TERRORISTS REVEL IN MUNICH PALACE"
1919-05-01T05:00:00+0000,"POSTAL OFFICIALS BEGIN WIDE SEARCH; Fifteen Divisions In Inspection Service Ordered to Examine All Packages Closely. OTHER DEPARTMENTS AID Federal Officials Whose Names Were on List of Victims Are Directing the Hunt. Debs Case Recalled. Caminetti Deported Reds. Plot, Not Coincidence. BOMBS IN SAN FRANCISCO. Two Sent to the District Attorney and His Assistant. SEES BOMB SENT IN REVENGE. Hardwick Believes His Immigration Bill Incensed an Anarchist."
1919-05-02T05:00:00+0000,"FIND MORE BOMBS SENT IN THE MAILS; ONE TO OVERMAN; Infernal Machine Forwarded to the Senator Who Directed Bolshevist Inquiry. SENATOR KING ALSO MARKED Third Bomb for Nebeker, Who Prosecuted I.W.W. Cases in Chicago Court. WIDE INQUIRY IS BEGUN Authorities Here Discover the Three Mail Boxes Where the Bombs Were Deposited. FIND MORE BOMBS SENT IN THE MAILS Four More Bombs Dissembled. Deported Man Assails America. Distributed Bolshevist Pamphlets. OVERMAN WAS MARKED. Bomb Addressed to Him Is Discovered at Salisbury, N.C. BOMB SENT TO SENATOR KING. Infernal Machines for Him and Federal Prosecutor Intercepted. OPEN BOMB FOR LANDIS. Found Similar to the Infernal Machines Dissembled Here. FICKERT SUSPECTS REDS. Believes That the Bomb Plot Is of Tremendous Scope. HANSON WARNS AMERICA. Says Government's Policy Toward Anarchism Is Weak and Vacillating."
1919-05-03T05:00:00+0000,SMOOT URGES NEW LAWS.; Advocates Legislation to Rid America of Anarchistic Organizations.
1919-05-04T05:00:00+0000,"RADICALS WATCHED IN BOMB PLOT HUNT; Federal Agents Think Conspirators Among 2,000 Troublemakers Listed in City.EXPECT EVENTUAL CAPTURE All Deadly Machines Rounded Up, It Is Believed--Maintain Secrecy on Two Arrests.WORK ON SEVERAL CLUES Much Anarchistic Agitation HereSince Armistice--""Dr."" BaldwinHeld on Misdemeanor Charge. Think All Have Been Found. Baldwin Arraigned for Hearing. Make Mystery of Two Prisoners."
1919-05-05T05:00:00+0000,"INTENDED TO STAB CLEMENCEAU, HE SAYS; Black Flag Was Found on Anarchist Seized Outside the Residence of the Premier."
1919-05-13T05:00:00+0000,"FORD IN COURT AS LIBEL SUIT OPENS; But Is Not Needed on First Day of $1,000,000 Action Against The Chicago Tribune. JURY NOT YET COMPLETE Talesmen Smile and One Is Startled When Asked Whether They Are Anarchists."
1919-05-14T05:00:00+0000,SAYS HE CAN PROVE FORD AN ANARCHIST; Counsel in Libel Suit Clash Over Chicago Tribune's Definition of Term.JURY IS STILL INCOMPLETEJudge Tucker Summons Twelve More Talesmen to be Interrogated This Morning. Ford's Council Objects. Summons Twelve More Talesmen.
1919-05-22T05:00:00+0000,"LAWYER DENOUNCES FORD AS ANARCHIST; Primarily Blamable for Outrages Because He IncitedThem, Stevenson Asserts.CALLS PROPAGANDA VICIOUS Likens It to That Which Led to the Assassination of President McKinley."
1919-05-27T05:00:00+0000,"WORKERS SAY FORD HELD SOLDIERS' JOBS; Plant Foremen Are the First Witnesses in Suit Against Chicago Tribune. HE GAVE GUARDSMEN DISKS ""Return"" Tags Put in Evidence in Mount Clemens Court, Together with Alleged Libel. Say Ford Took Guardsmen Back. ""Anarchist"" Charge Read in Court. ""Return"" Disks Put In Evidence."
1919-06-04T05:00:00+0000,NOT WODLD INFLICT DEATH ON BOMBERS; Judge Knows No Other Penalty Adequate for Plotters Who Endanger Women and Children. TOUCHED BY GUARD'S DEATH Can Recall No Act in His Career That Might Be Expected to WinAnarchist Enmity. Not a Personal Attack. Mrs. Nott's Cool Courage.
1919-06-04T05:00:00+0000,Plotter Here Hid Trail Skillfully; His victim Was a Night Watchman; Police Study Anarchistic Handbills Adroitly Placed by the Conspirator-Expert Declares Bomb Held Twenty-fivePounds of Dynamite. Thinks Bomb Contained Dynamite. Windows All About Shattered. PLOTTER HERE HID TRAIL SKILFULLY Handbills Studied by Police. Hylan Consults Enright.
1919-06-04T05:00:00+0000,MYSTERIOUS LETTER MAY BE CLUE TO PLOT; Cincinnati Police Have Missive Addressed from East to Anarchist Suspect There. 
1919-06-04T05:00:00+0000,"SEE PHIADELPHIA AS A PLOT CENTRE; That City Is Searched to Find Washington Bomber's Antecedents There. POLICE ROUND UP I.W.W.'S Reputable Residents of Italian District Aid in Disclosing Anarchist Resorts. Stolen Car Used by Bombers. SEE PHILADELPHIA AS A PLOT CENTRE Philadelphia Perhaps Centre of Plot. Attacks on Society, Says Bishop. Italians Aid I.W.W. Search. Police Connect Up Former Plots."
1919-06-04T05:00:00+0000,Attorney General Palmer Warns the Anarchists That Bomb Attacks Only Increase His Activities
1919-06-05T05:00:00+0000,ASSERTS LABOR UNIONS PROTECT ANARCHISTS; Representative Blanton of Texas Tells Congress Organizations Must Drop Such Individuals.
1919-06-05T05:00:00+0000,ANARCHISTS LOSE APPEAL.; New England Group of Italian Reds Will Be Deported.
1919-06-06T05:00:00+0000,HONOR THE MEDICAL LEADERS OF ALLIES; Distinguished Visitors Are the Guests of New York Profession at Dinner.WANTS WAR ON BOLSHEVIKI Dr. Eaton Says Nation Must FightAnarchists--General MelisAnother Speaker.
1919-06-07T05:00:00+0000,CENTRE HUNT FOR BOMB GANG IN NEW YORK; MAN SLAIN AT PALMER'S HOUSE IDENTIFIED; DETROIT POLICE ARREST TWO SUSPECTS; FLYNN COMES TO THIS CITY Expresses Confidence as He Begins Search for the Conspirators. ASKS PUBLIC'S PATIENCE Co-operation to an Unexampled Degree of the Nation's Police Agencies. BOMB SQUAD REINFORCED Police Make a Census of All Anarchists Here on Night of the Explosions. All Agencies in Co-operation. FLYNN COMES TO THIS CITY
1919-06-07T05:00:00+0000,Bills Offered in Senate to Stop Immigration And to Put Up Bars Against All Anarchists
1919-06-08T05:00:00+0000,"FLYNN SEES MANY CLUES TO BOMBERS; ""More Than 100 Leads"" to A Trace Before Arrests Are Likely, Says Chief. PROCEEDING CAREFULLY Federal Head of Investigation Confident That His Net Will Catch Anarchists. WANTS STATE LAW APPLIED Government Investigator Declares New York Has Adequate Power to Punish Crimes. All Agencies Co-operate. Law Called Sweeping."
1919-06-08T05:00:00+0000,ANARCHIST PLOTS BARED IN TRIAL AT ZURICH; Train Bearing French Soldiers Blown Up--Germany Linked with Schemes of Violence.
1919-06-09T05:00:00+0000,REVEAL GERMAN TERRORISM; Evidence Concluded in the Trial of Anarchists at Zurich.
1919-06-11T05:00:00+0000,Demands Long Terms for Anarchists
1919-06-12T05:00:00+0000,LINK DEAD ANARCHIST WITH DECEMBER PLOT; Hat Found in Washington Was Repaired in Philadelphia Just Before Explosions There.
1919-06-13T05:00:00+0000,"PALMER ASKS $500,000 TO FIGHT ANARCHISTS; Wants Immediate Funds in Addition to $1,500,000 Appropriation Previously Requested."
1919-06-15T05:00:00+0000,"UNEARTH NEW CLUE TO BOMB CIRCULAR; Detectives Learn That ""The Fighting Anarchists"" Used Paper Made in Holyoke, Mass.RETAIN GUARDS HEREOn Warning from Federal Authorities Paterson Police TakeExtra Precautions."
1919-06-18T05:00:00+0000,ARMY HAS CHARTS OF RED ACTIVITIES; Gen. Churchill Shows Senate Military Committee the Haunts in New York. URGES WORK BE CONTINUED Says Intelligence Officers Have Anarchists and Bolsheviki Under Surveillance. TELLS OF SUCCESS IN WAR Declares Our Agents Got Into Germany and Gathered InformationBehind the Enemy Lines. Urges Appropriation for Work. Supplied Maps for Siberia.
1919-06-18T05:00:00+0000,"SPREADS RED BATTLE CRY.; Anarchists' ""Commune Soviet"" Warns of Coming Conflict."
1919-06-20T05:00:00+0000,"FIND SOVIET ENVOY DEALT IN THE MAIN WITH RADICALS; Mailing List Included Anarchists, Socialists, I.W.W., andFomenters of Discord.SOURCE OF FUNDS HIDDENAll Bank Deposits Made by Martens in Currency--Got LargeSums from Moscow. TOLERATED BY GOVERNMENTNuorteva Much Sought After byRevolutionary Bodies--WhyMexico Was Ignored. Reason for Ignoring Mexico. FIND SOVIET ENVOY DEALT WITH REDS Large Sums from Russia. Bureau's Radical Mailing List. Radicals Invite Nuortova. Find Common Basis."
1919-06-25T05:00:00+0000,QUOTES LEADING MEN IN SUPPORT OF FORD; Libel Suit Attorney Tries to Show They Held the Same Views. PRESIDENTS SPEECH CITED Attempt Made to Prove Theories Called Anarchistic Were Advanced by Christ and St. Paul.
1919-06-26T05:00:00+0000,"FORD TRIAL WITNESS FAINTS IN COURT; Wife of Border Soldier Unnerved by Revealing of Marriage Secret.CONSPIRACY ISSUE RAISEDCounsel Seeks to Show Tribune's""Anarchist"" Editorial Part ofOrganized Plan. "
1919-06-28T05:00:00+0000,SOUGHT TO KILL ALFONSO.; Anarchists Said to Have Plotted His Death at Reopening of the Cortes.
1919-06-29T05:00:00+0000,"Ravachol, King of the Anarchists; Case of French Dynamiter Recalled by Recent Bomb Outrages Ravachol, King of the Anarchists"
1919-06-29T05:00:00+0000,"DEPORT THIRTY 'RED' AGITATORS; Fifteen Have Been Shipped Away in a Week--18 More Waiting at Ellis Island. MOST OF THEM ANARCHISTS Number Includes Some Suspected of Having a Hand in Plot Against Officials. DEPORT THIRTY 'RED' AGITATORS List of Men Deported. PLAN TO FOIL ""RED"" PLOTS."
1919-07-01T05:00:00+0000,"RAYMOUND TESTIFIES IN FORD LIBEL SUIT; Writer of ""Anarchist"" Editorial Defends Chicago Tribune's Mexican Policy. DENIES PRO-GERMAN CHARGE Says Intervention in Mexico Might Have Shown Germany Folly of Forcing Us to Fight. "
1919-07-04T05:00:00+0000,"ALL POLICE POWER TURNED UPON REDS; City, State, and Nation Unite to Prevent Threatened Outbreak of Radicals.PRECAUTIONS NATION-WIDE Many Buildings and Persons Who Have Been Active Against Bolshevism Put Under Guard. Police Inspect Anarchist Haunts. ALL POLICE POWER TURNED UPON REDS Would Put President In Jail. All Deputy Sheriffs on Duty. DAVISON ASSAILS POLICE. Quotes from Roosevelt Letter Demanding Protection from Radicals. BOMBS FOUND NEAR BOSTON. Maker Says Powerful Destroyers Were Meant for Celebration. CHICAGO WATCHING REDS. All Policemen and Federal Agents Put Upon Continuous Duty. I.W.W. GAINS IN CHICAGO. Labor Leader Admits Situation Has Become Disquieting."
1919-07-08T05:00:00+0000,FOIL ANARCHIST PLOT TO WRECK ROME; Sixteen Conspirators Seized Four Hours Before Time Set for Explosions. SOUGHT TO WIN SOLDIERS But Emissaries Who Approached Suburban Garrison Were Fired Upon and Dispersed. ORDER REIGNS IN FLORENCE Food Strike Declared Off and Troops In Control--Demonstrations in Other Cities. Quiet Restored in Florence. Florence Strike Declared Off.
1919-07-09T05:00:00+0000,Worcester Industries Fear Attacks from Anarchists
1919-07-14T05:00:00+0000,"GRAND JURY TO PASS UPON RADICALS HERE; Gov. Smith Calls Special Term of Court to Investigate Bolsheviki and Anarchists.JUSTICE WEEKS TO PRESIDEWork Will Be Independent of LuskCommittee, and Will Cover AllCriminal Activities."
1919-07-26T05:00:00+0000,"SUPPORTS FORD WITH BIBLE TEXTS; Bishop Williams Calls Alleged Anarchistic Views Christian Teachings.CONTRADICTS PROF. REEVES Ascribes Manufacturer's Views toCarlyle, Emerson, Tennyson,Browning, and St. Paul."
1919-07-30T05:00:00+0000,FORD'S UTTERANCES ANALYZED IN COURT; Prof. Dunning of Columbia Finds None of Them Peculiar to Anarchist Doctrine. CITES DIOGENES AND PLATO Counsel for Defense Seeks to Impeach Credibility of Vice President Klingensmith.
1919-08-01T05:00:00+0000,"DICTIONARY BATTLE AT FORD LIBEL TRIAL; Books Roughly Handled as Opposing Counsel Seek MoreDefinitions of Anarchist.DR. DUNNING HEARD AGAIN Ascribes Mexican trouble in 1916to Superfluity of Governments,Not Absence of Any. No Ford Assaults on Property. Too Many Governments in Mexico."
1919-08-02T05:00:00+0000,TELLS THE ORIGIN OF WORLD FLAG; Rev. Dr. Marquis Says He Made First Sketch During Chat on the Subject. PROF. COKER DEFENDS FORD Says Latter's Belief In Capital and Wage System Shows He Is No Anarchist.
1919-08-12T05:00:00+0000,"SEE FORD CRUCIFIED AS TRIAL NEARS END; His Attorneys Also Fail to See the Significance of Evidence on Mexican Outrages. ANARCHIST, DEFENSE SAYS 'Don't Be Dazzled by His Wealth;' 'Don't Pull Any Harry Thaw Stuff,' Lawyer Stone Warns the Jury."
1919-08-15T05:00:00+0000,"FORD GETS 6 CENTS AND TRIAL COSTS IN TRIBUNE SUIT; Chicago Paper Must Pay That Amount for Calling Auto Manufacturer an ""Anarchist.""JURY WAS OUT 10 HOURSTook Nine Ballots, the FirstStanding Eight to Fourfor Damages.BOTH SIDES CLAIM VICTORYJudge Upholds Right of ""FreeComment"" in Charge--DismissesNews Company Case. Consider it Tribune Victory. Foreman Delivers the Verdict. FORD GETS 6 CENTS AND TRIAL COSTS Judge's Instructions to the Jury."
1919-08-15T05:00:00+0000,"ACCUSED ANARCHIST HELD.; Finnish Editor, Caught in Detroit, Sent to Tombs."
1919-08-16T05:00:00+0000,"THREE TAKEN IN RAID HELD AS ANARCHISTS; Magistrate Puts Frequenters of Russian People's House Under $10,000 Bail Each.PROPAGANDA PAPER SEIZEDSeizure of Government and Burningof Police Stations and Barracks Advocated."
1919-08-31T05:00:00+0000,LEFT WING PUT OUT BY SOCIALIST PARTY; Radicals Refused Admittance to Chicago Convention-- Threaten to Join Communist Party.JOHN REED LEADING THEMBerger Says They Are Anarchists and That Chicaga Meeting WillContinue Without Them.
1919-08-31T05:00:00+0000,"TELLS OF PLUNDER UNDER CARRANZA; American Military Intelligence Agent Describes Destruction of Mexico's Industry. FINDS NO ""GOVERNMENT"" American Rights Association Gives Out Story of Rule by Anarchist Gangs. ""Rebels"" Are Banditti. Copper Mines Destroyed."
1919-09-01T05:00:00+0000,"""JUST A LOT OF ANARCHISTS."""
1919-09-05T05:00:00+0000,TRANSIT HEARING GOES ON; Grand Jury Postpones Anarchist Inquiry for a Day.
1919-09-21T05:00:00+0000,GIVE BERKMAN A HEARING.; Immigration Officials Considering Deportation of Anarchist.
1919-09-25T05:00:00+0000,"STRIKE IS LIKE WAR, THOMAS DECLARES; Charges Steel Workers Seek to Intimidate Conference Into Granting Radical Demands. ""CLOSED SHOP IS SLAVERY"" Calls Ultimate Purpose of Walkout ""Tyrannous""--Attacks Alleged Freedom of Anarchists. Situation Is That of War. To Disturb Industrial Conditions."
1919-09-28T05:00:00+0000,"BRITISH RAILROAD TRAFFIC STOPPED, STRIKE SPREADING; Engineers and Firemen Go Out in Sympathy with Other Railway Workers. ANARCHISM, SAYS PREMIER Pledges Full Resources of the State to Meet the Blow at the Public. THOMAS BLAMES CABINET Labor Secretary Says Premier's Advisers Blocked Settlement-- Hints at Bloodshed. Danger of Street Car Tieup. BRITISH RAILROAD TRAFFIC STOPPED Irish Roads Not Affected. Brands Strike As Anarchist Plot. Engineers Strike in Sympathy. Political Aspects of the Strike."
1919-10-01T05:00:00+0000,"HELD 2 ON ANARCHY CHARGE; Prisoners, Police Say, Distributed Anarchistic Soviet Bulletin."
1919-10-08T05:00:00+0000,"QUIZZED TALESMEN IN ANARCHIST CASE; Strangers Questioned Prospective Jurors Before Trial of Accused Finnish Writers.INDISCREET, SAYS JUSTICECounsel for Defense Wants Radicals on Jury--Searching Queriesby District Attorney. Justice Examines Talesmen. Defense Wants Radical Jurors."
1919-10-09T05:00:00+0000,JURY IN ANARCHIST CASE.; Talesmen Questioned as to Views on Socialist Doctrines.
1919-10-11T05:00:00+0000,"GIRL CREATES STIR AT ANARCHIST TRIAL; Mollie Steimer, Convicted Under Espionage Act, Remains Seated at Court's Entrance.MARTYR POSE A FAILURE Justice Weeks Refuses Contempt Citation, but Orders Her Excluded--Three Witnesses Examined."
1919-10-13T05:00:00+0000,NOLAN BLAMES ANARCHISTS.; President of Pressmen's Union Says They Spread Labor Unrest.
1919-10-14T05:00:00+0000,"PROTECT OFFICIALS MENACED BY 'REDS'; Police Guard Public Buildings and Homes of Justice Weeks and Others from Attack. FIND THREATENING CIRCULAR ""Anarchist Commune Soviet"" Urges Workers to Arm and Resist Authorities. ARM YOURSELVES. ARM YOURSELVES. AMERICAN ANARCHIST FEDERATED COMMUNE, SOVIET OF NEW YORK CITY."
1919-10-19T05:00:00+0000,"WOOD BLAMES REDS FOR GARY DISORDERS; General Says Strikers Themselves and Americans Generally Behaved Well.ANARCHIST GROUP LIVELYThey Are Well Financed and Travelfrom Place to Place, Breeding Discontent. Aliens Caused Gary Troubles. Strikers Behaved Well. Censorship"" at Gary Voluntary."
1919-10-21T05:00:00+0000,"ANARCHIST LAWYER TESTIFIES; Reds All Got Behind Foster, Margolis TellsSenate Committee.WANT ECONOMIC SOVIETS Foster Entered the Federation of Labor to Make It MoreRadical, He Asserts.62 UNAUTHORIZED STRIKES Russian Union, the I.W.W., and Anarchist Syndicalists AllWorked Against Capital. Aims of the I.W.W. ANARCHIST LAWYER TESTIFIES Only 8 of 70 Strikes Authorized."
1919-10-21T05:00:00+0000,"LINKS SOCIALISTS WITH BEEF INQUIRY; Watson Tells the Senate That Anarchists Were Also Employed by Trade Commission. DEMANDS INVESTIGATION Murdock Welcomes a Full Airing,and Wants Sherman's Chargesof Treason Heard, Too. Tells of Chase and Fablan Club. Asserts Ohsol Advocated Soviets."
1919-10-22T05:00:00+0000,Ex-Premier Salandra Stoned by Socialists and Anarchists
1919-10-25T05:00:00+0000,Bill Provides Penal Colony in Philippines for Anarchists
1919-10-26T05:00:00+0000,"CAN A POOR MAN GET JUSTICE IN AN AMERICAN COURT; No, Says a Report Issued by the Carnegie Foundation, but Remedial Institutions Are Gaining Ground and Improving Conditions--Instances Cited to Show Inequalities An Incipient Anarchist. Not a Product of Corruption. Humane English Judges. Our Ingenious Lawyers. Cleveland's Claims Court. A Poor Woman's Divorce. Assigned Aid a Failure."
1919-10-28T05:00:00+0000,DEPORTATION DEFIED BY EMMA GOLDMAN; Anarchist Leader Refuses to Answer All Questions at Hearing. ASSERTS SHE IS A CITIZEN Says Removal of Undesirables is Like Russian System of Banishment and Exile.
1919-10-29T05:00:00+0000,2 ANARCHISTS GET PRISON SENTENCES; Alonen and Piavio Must Serve from Four to Eight Years in Sing Sing. COURT ASKS DEPORTATION Telle Men They Are Fortunate to Escape Death Penalty for Counseling Government's Overthrow.
1919-10-30T05:00:00+0000,"NATION-WIDE BOMB PLOT UNEARTHED; Carnival of Murder Was Planned for Next May Day by Anarchists. ONE ARREST MADE HERE Evidence Gained in Cleveland Roundup, Where Police Chief and Another Were Doomed. Planned May Day Climax. NATION-WIDE BOMB PLOT UNEARTHED"
1919-10-31T05:00:00+0000,SPEED BAN ON ANARCHISTS.; Deportation Bill to be Reported-- Brazil Expels 16 More.
1919-10-31T05:00:00+0000,CLEVELAND PRESSES RADICAL ROUNDUP; Fifteen Alleged Anarchists and Criminal Syndicalists Held for Trial. ANOTHER BOMB PLOT ARREST Police Say Between 26 and 30 Communist Party Chapters AreBeing Organized.
1919-11-02T05:00:00+0000,"TWO HELD AS ANARCHISTS.; Police Seize 25,000 Circulars in Prisoners' Printing Establishment."
1919-11-12T05:00:00+0000,"DRASTIC PENALTIES PLANNED FOR REDS; Prosecutions to be Under State Law, Which Provides Severe Punishment.A SCORE OF RADICALS HELDCamminetti to Direct Deportation Cases--Documents ShowLenin Guided Reds Here. First Prisoner a Youth. DRASTIC PENALTIES PLANNED FOR REDS ANARCHISTS URGE STRIKE. ""Workers' Battalions"" Invited to Open Jails and Seize Foodstuffs."
1919-11-14T05:00:00+0000,"ANARCHIST GASES POSTPONED A DAY; Magistrate McAdoo to Pass On Charges Against Larkin and Gitlow This Afternoon. LAWYER PLEADS FOR THEM Police Seize 20,000 I.W.W. Membership Cards--Emma GoldmanInvestigation Closed."
